,rule_num,rule_text
60,F.4.3.6,"Additional Testing
When a laminate schedule(s) are NOT a Quasi-Isotropic Layup (F.4.2):
a. Results from the 3 point bending test will be assigned to the 0 layup direction.
b. The monocoque must have the tested layup direction normal to the cross sections used
for Equivalence in the SES, with allowance for taper of the monocoque normal to the
cross section.
c. All material properties in the weakest direction must be 50% or more of those in the
strongest direction as calculated by the SES."
61,F.4.3.7,"Lap Joint Test
The Lap Joint Test measures the force required to pull apart a joint comprised of two laminate
samples that are bonded together.
a. Do two separate pull tests with different orientations of the adhesive joint:
• Parallel to the pull direction, with the adhesive joint in pure shear
• T peel normal to the pull direction, with the adhesive joint in peel
b. The samples used must:
• Have skin thicknesses identical to those used in the actual monocoque
• Be manufactured using the same materials and processes
• Have the same overlap as used in the regulated structure. No scaling is permitted.
c. The force and displacement data and photos of the test setup must be included in the
SES.
d. The shear strength of the bond must be more than the UTS of the skin"
62,F.4.4,Equivalent Flat Panel Calculation
63,F.4.4.1,"When specified, the Equivalence of the chassis must be calculated as a flat panel with the
same composition as the chassis about the neutral axis of the laminate."
64,F.4.4.2,"The curvature of the panel and geometric cross section of the chassis must be ignored for
these calculations."
65,F.4.4.3,"Calculations of Equivalence that do not reference this section F.4.4 may use the actual
geometry of the chassis."
66,F.5,"CHASSIS REQUIREMENTS
This section applies to all Chassis, regardless of material or construction"
67,F.5.1,Primary Structure
68,F.5.1.1,"The Primary Structure must be constructed from one or a combination of the following:
• Steel Tubing and Material F.3.2 F.3.4
• Alternative Tubing Materials F.3.2 F.3.5
• Composite Material F.4"
69,F.5.1.2,"Any chassis design that combines the Tube Frame, Monocoque, tubing and/or composite
types must:
a. Meet all relevant requirements F.5.1.1
b. Show Equivalence F.2.3, as applicable
c. Any connections must meet F.5.4, F.5.5, F.7.8 as applicable, or Equivalent."
70,F.5.2,Bent Tubes or Multiple Tubes
71,F.5.2.1,"The minimum radius of any bend, measured at the tube centerline, must be three or more
times the tube outside diameter (3 x OD)."
72,F.5.2.2,Bends must be smooth and continuous with no evidence of crimping or wall failure.
73,F.5.2.3,"If a bent tube (or member consisting of multiple tubes that are not in a line) is used anywhere
in the Primary Structure other than the Roll Hoops (see F.5.6.2), an additional tube must be
attached to support it.
a. The support tube attachment point must be at the position along the bent tube where it
deviates farthest from a straight line connecting both ends
b. The support tube must terminate at a node of the chassis
c. The support tube for any bent tube (other than the Upper Side Impact Member or
Shoulder Harness Mounting Bar) must be:
• The same diameter and thickness as the bent tube
• Angled no more than 30° from the plane of the bent tube"
74,F.5.3,Holes and Openings in Regulated Tubing
75,F.5.3.1,Any holes in any regulated tubing (other than inspection holes) must be addressed on the SES.
76,F.5.3.2,"Technical Inspectors may check the compliance of all tubes. This may be done by ultrasonic
testing or by the drilling of inspection holes on request."
77,F.5.3.3,"Regulated tubing other than the open lower ends of Roll Hoops must have any open ends
closed by a welded cap or inserted metal plug."
78,F.5.4,Fasteners in Primary Structure
79,F.5.4.1,"Bolted connections in the Primary Structure must use a removable bolt and nut.
Bonded fasteners and blind nuts and bolts do not meet this requirement"
80,F.5.4.2,"Threaded fasteners used in Primary Structure are Critical Fasteners, see T.8.2"
81,F.5.4.3,"Bolted connections in the Primary Structure using tabs or brackets must have an edge
distance ratio “e/D” of 1.5 or higher
“D” equals the hole diameter. “e” equals the distance from the edge of the hole to the nearest
free edge
Tabs attaching the Suspension to the Primary Structure are NOT “in the Primary Structure”"
82,F.5.5,Bonding in Regulated Structure
83,F.5.5.1,Adhesive used and referenced bonding strength must be appropriate for both substrate types
84,F.5.5.2,"Document the adhesive choice, age and expiration date, substrate preparation, and the
equivalency of the bonded joint in the SES"
85,F.5.5.3,The SES will reduce any referenced or tested adhesive values by 50%
86,F.5.6,Roll Hoops
87,F.5.6.1,The Chassis must include both a Main Hoop and a Front Hoop.
88,F.5.6.2,"The Main Hoop and Front Hoop must be Triangulated into the Primary Structure with
Structural Tubing
The Triangulation must be at a node in side view for:
a. Bends in side view
b. Bends in front view below the Upper Side Impact Structure F.6.4, F.7.5"
89,F.5.6.3,"Roll Hoop and Driver Position
When seated normally and restrained by the Driver Restraint System, the helmet of a 95th
percentile male (see V.2.1.1) and all of the team’s drivers must:
a. Be a minimum of 50 mm from the straight line drawn from the top of the Main Hoop to
the top of the Front Hoop.
b. Be a minimum of 50 mm from the straight line drawn from the top of the Main Hoop to
the lower end of the Main Hoop Bracing if the bracing extends rearwards.
c. Be no further rearwards than the rear surface of the Main Hoop if the Main Hoop Bracing
extends forwards.
Helmet must be forward
of this Line"
90,F.5.6.4,"Driver Template
A two dimensional template used to represent the 95th percentile male is made to the
following dimensions (see figure below):
• A circle of diameter 200 mm will represent the hips and buttocks.
• A circle of diameter 200 mm will represent the shoulder/cervical region.
• A circle of diameter 300 mm will represent the head (with helmet).
• A straight line measuring 490 mm will connect the centers of the two 200 mm circles.
• A straight line measuring 280 mm will connect the centers of the upper 200 mm circle
and the 300 mm head circle."
91,F.5.6.5,"Driver Template Position
The Driver Template will be positioned as follows:
• The seat will be adjusted to the rearmost position
• The pedals will be placed in the most forward position
• The bottom 200 mm circle will be placed on the seat bottom where the distance
between the center of this circle and the rearmost face of the pedals is no less than 915
mm
• The middle 200 mm circle, representing the shoulders, will be positioned on the seat
back
• The upper 300 mm circle will be positioned no more than 25 mm away from the head
restraint (where the driver’s helmet would normally be located while driving)
25 mm maximum
Rearmost
Pedal Face"
92,F.5.7,Front Hoop
93,F.5.7.1,The Front Hoop must be constructed of closed section metal tubing meeting F.3.2.1.c
94,F.5.7.2,"With proper Triangulation, the Front Hoop may be fabricated from more than one piece of
tubing"
95,F.5.7.3,"The Front Hoop must extend from the lowest Frame Member on one side of the Frame, up,
over and down to the lowest Frame Member on the other side of the Frame."
96,F.5.7.4,"The top-most surface of the Front Hoop must be no lower than the top of the steering wheel
in any angular position. See figure following F.5.9.6 below"
97,F.5.7.5,"The Front Hoop must be no more than 250 mm forward of the steering wheel.
This distance is measured horizontally, on the vehicle centerline, from the rear surface of the
Front Hoop to the forward most surface of the steering wheel rim with the steering in the
straight ahead position."
98,F.5.7.6,"In side view, any part of the Front Hoop above the Upper Side Impact Structure must be
inclined less than 20° from the vertical."
99,F.5.7.7,"A Front Hoop that is not steel must have a 4 mm hole drilled in a location to access during
Technical Inspection
mm
082"
100,F.5.8,Main Hoop
101,F.5.8.1,"The Main Hoop must be a single piece of uncut, continuous, closed section steel tubing
meeting F.3.2.1.g"
102,F.5.8.2,"The Main Hoop must extend from the lowest Frame Member / bottom of Monocoque on one
side of the Frame, up, over and down to the lowest Frame Member / bottom of Monocoque
on the other side of the Frame."
103,F.5.8.3,"In the side view of the vehicle,
a. The part of the Main Hoop that lies above its attachment point to the upper Side Impact
Tube must be less than 10° from vertical.
b. Any bends in the Main Hoop above its attachment point to the Major Structure of the
Chassis must be braced to a node or Attachment point F.7.8 with tubing meeting
F.3.2.1.h and F.5.9.5
c. The part of the Main Hoop below the Upper Side Impact Member attachment:
• May be forward at any angle
• Must not be rearward more than 10° from vertical"
104,F.5.8.4,"In the front view of the vehicle, the vertical members of the Main Hoop must be minimum 380
mm apart (inside dimension) at the location where the Main Hoop is attached to the bottom
tubes of the Major Structure of the Chassis."
105,F.5.9,Main Hoop Braces
106,F.5.9.1,Main Hoop Braces must be constructed of closed section steel tubing meeting F.3.2.1.h
107,F.5.9.2,"The Main Hoop must be supported by two Braces extending in the forward or rearward
direction, one on each of the left and right sides of the Main Hoop."
108,F.5.9.3,"In the side view of the Frame, the Main Hoop and the Main Hoop Braces must not lie on the
same side of the vertical line through the top of the Main Hoop.
(If the Main Hoop leans forward, the Braces must be forward of the Main Hoop, and if the
Main Hoop leans rearward, the Braces must be rearward of the Main Hoop)"
109,F.5.9.4,"The Main Hoop Braces must be attached 160 mm or less below the top most surface of the
Main Hoop.
The Main Hoop Braces should be attached as near as possible to the top of the Main Hoop"
110,F.5.9.5,The included angle formed by the Main Hoop and the Main Hoop Braces must be 30° or more.
111,F.5.9.6,"The Main Hoop Braces must be straight, without any bends."
112,F.5.9.7,"The Main Hoop Braces must be:
a. Securely integrated into the Frame
b. Capable of transmitting all loads from the Main Hoop into the Major Structure of the
Chassis without failing"
113,F.5.10,"Head Restraint Protection
An additional frame member may be added to meet T.2.8.3.b"
114,F.5.10.1,"If used, the Head Restraint Protection frame member must:
a. Attach to the nodes where the Main Hoop Braces F.5.9.2 connect to the Main Hoop
b. Be constructed of a single piece of uncut, continuous, closed section steel tubing meeting
F.3.2.1.h
c. Meet F.5.2.1 and F.5.2.2, as applicable (does not need to meet F.5.2.3)"
115,F.5.10.2,The Head Restraint or mounting T.2.8 must not attach to the Head Restraint Protection
116,F.5.11,External Items
117,F.5.11.1,"Any item which meets all three of:
• Located outside the Component Envelope F.1.15
• Located above 350 mm from the ground
• Could load the Main Hoop, Main Hoop Brace, or Shoulder Harness Mounting during a
rollover"
118,F.5.11.2,"External Items must meet one of the two conditions:
a. Be attached at a Hoop to Brace node or a fully Triangulated structural node without the
ability to create a moment at the node
b. When not attached at a node as described above, then:
• Additional Structural bracing meeting F.3.2.1.o must be added to prevent bending
loads
• Additional calculations must be performed to show the member will not fail in
bending or shear, even if unbraced"
119,F.5.11.3,External Items should not point at the driver
120,F.5.12,Mechanically Attached Roll Hoop Bracing
121,F.5.12.1,"When Roll Hoop Bracing is mechanically attached:
a. The threaded fasteners used to secure non permanent joints are Critical Fasteners, see
T.8.2. Additional requirements apply in F.5.12.5 and F.5.12.7
b. No spherical rod ends are allowed.
c. The attachment holes in the lugs, the attached bracing and the sleeves and tubes must
be a close fit with the pin or bolt."
122,F.5.12.2,"Any non permanent joint at the end(s) must be a Double Lug Joint or a Sleeved Butt Joint
Figure – Double Lug Joint"
123,F.5.12.3,"For Double Lug Joints, each lug must:
a. Be minimum 4.5 mm (0.177 in) thickness steel
b. Measure 25 mm minimum perpendicular to the axis of the bracing
c. Be as short as practical along the axis of the bracing."
124,F.5.12.4,"All Double Lug Joints, whether fitted parallel or perpendicular to the axis of the tube, must
include a capping arrangement"
125,F.5.12.5,"In a Double Lug Joint the pin or bolt must be 10 mm Metric Grade 9.8 or 3/8 in SAE Grade 8
minimum diameter and grade. See F.5.12.1 above
Figure – Sleeved Butt Joint"
126,F.5.12.6,"For Sleeved Butt Joints, the sleeve must:
a. Have a minimum length of 75 mm; 37.5 mm to each side of the joint
b. Be external to the base tubes, with a close fit around the base tubes.
c. Have a wall thickness of 2.0 mm or more"
127,F.5.12.7,"In a Sleeved Butt Joint, the bolts must be 6 mm Metric Grade 9.8 or 1/4 in SAE Grade 8
minimum diameter and grade. See F.5.12.1 above"
128,F.5.13,Other Bracing Requirements
129,F.5.13.1,"Where the braces are not welded to steel Frame Members, the braces must be securely
attached to the Frame using 8 mm or 5/16” minimum diameter Critical Fasteners, see T.8.2"
130,F.5.13.2,"Mounting plates welded to Roll Hoop Bracing must be 2.0 mm (0.080 in) minimum thickness
steel."
131,F.5.14,"Steering Protection
Steering system racks or mounting components that are external (vertically above or below)
to the Primary Structure must be protected from frontal impact. The protective structure
must:
a. Meet F.3.2.1.n or Equivalent
b. Extend to the vertical limit of the steering component(s)
c. Extend to the local width of the Chassis"
132,F.5.15,"Other Side Tube Requirements
If there is a Roll Hoop Brace or other frame tube alongside the driver, at the height of the neck
of any of the team’s drivers, a metal tube or piece of sheet metal must be attached to the
Frame
This is intended to prevent the drivers’ shoulders from passing under the Roll Hoop Brace or
frame tube, and the driver’s neck contacting this brace or tube."
133,F.5.16,"Component Protection
When specified in the rules, components must be protected by one or both of:
a. Fully Triangulated structure with tubes meeting F.3.2.1.n
b. Structure Equivalent to the above, as determined per F.4.1.3"
134,F.6,TUBE FRAMES
135,F.6.1,"Front Bulkhead
The Front Bulkhead must be constructed of closed section tubing meeting F.3.2.1.a"
136,F.6.2,Front Bulkhead Support
137,F.6.2.1,"Frame Members of the Front Bulkhead Support system must be constructed of closed section
tubing meeting F.3.2.1.b"
138,F.6.2.2,The Front Bulkhead must be securely integrated into the Frame.
139,F.6.2.3,"The Front Bulkhead must be supported back to the Front Hoop by a minimum of three Frame
Members on each side of the vehicle; an upper member; lower member and diagonal brace to
provide Triangulation.
a. The upper support member must be attached 50 mm or less from the top surface of the
Front Bulkhead, and attach to the Front Hoop inside a zone extending 100 mm above
and 50 mm below the Upper Side Impact member.
b. If the upper support member is further than 100 mm above the Upper Side Impact
member, then properly Triangulated bracing is required to transfer load to the Main
Hoop by one of:
• the Upper Side Impact member
• an additional member transmitting load from the junction of the Upper Support
Member with the Front Hoop
c. The lower support member must be attached to the base of the Front Bulkhead and the
base of the Front Hoop.
d. The diagonal brace must properly Triangulate the upper and lower support members"
140,F.6.2.4,"Each of the above members may be multiple or bent tubes provided the requirements of F.5.2
are met."
141,F.6.2.5,Examples of acceptable configurations of members may be found in the SES
142,F.6.3,Front Hoop Bracing
143,F.6.3.1,Front Hoop Braces must be constructed of material meeting F.3.2.1.d
144,F.6.3.2,"The Front Hoop must be supported by two Braces extending in the forward direction, one on
each of the left and right sides of the Front Hoop."
145,F.6.3.3,"The Front Hoop Braces must be constructed to protect the driver’s legs and should extend to
the structure in front of the driver’s feet."
146,F.6.3.4,"The Front Hoop Braces must be attached as near as possible to the top of the Front Hoop but
not more than 50 mm below the top-most surface of the Front Hoop. See figure following
F.5.9.6 above"
147,F.6.3.5,"If the Front Hoop above the Upper Side Impact Structure leans rearwards by more than 10°
from the vertical, it must be supported by additional rearward Front Hoop Braces to a fully
Triangulated structural node."
148,F.6.3.6,"The Front Hoop Braces must be straight, without any bends"
149,F.6.4,Side Impact Structure
150,F.6.4.1,"Frame Members of the Side Impact Structure must be constructed of closed section tubing
meeting F.3.2.1.e or F.3.2.1.f, as applicable"
151,F.6.4.2,"With proper Triangulation, Side Impact Structure members may be fabricated from more than
one piece of tubing."
152,F.6.4.3,"The Side Impact Structure must be comprised of three or more tubular members located on
each side of the driver while seated in the normal driving position
Diagonal Side Impact Member
Upper Side Impact Member
(completely in zone)
Lowest Point inside Cockpit
(example location)
Lower Side Impact Member"
153,F.6.4.4,"The Upper Side Impact Member must:
a. Connect the Main Hoop and the Front Hoop.
b. Be entirely in a zone that is parallel to the ground between 240 mm and 320 mm above
the lowest point of the top surface of the Lower Side Impact Member"
154,F.6.4.5,"The Lower Side Impact Structure member must connect the bottom of the Main Hoop and the
bottom of the Front Hoop.
mm
023
mm
042"
155,F.6.4.6,"The Diagonal Side Impact Member must:
a. Connect the Upper Side Impact Member and Lower Side Impact Member forward of the
Main Hoop and rearward of the Front Hoop
b. Completely Triangulate the bays created by the Upper and Lower Side Impact Members."
156,F.6.5,Shoulder Harness Mounting
157,F.6.5.1,"The Shoulder Harness Mounting Bar must:
a. Be a single piece of uncut, continuous, closed section steel tubing that meets F.3.2.1.k
b. Attach to the Main Hoop on both sides of the chassis"
158,F.6.5.2,"Bent Shoulder Harness Mounting Bars must:
a. Meet F.5.2.1 and F.5.2.2
b. Have bracing members attached at the bend(s) and to the Main Hoop.
• Material for this Shoulder Harness Mounting Bar Bracing must meet F.3.2.1.l
• The included angle in side view between the Shoulder Harness Bar and the braces
must be no less than 30°."
159,F.6.5.3,"The Shoulder Harness Mounting Bar should be loaded only by the Shoulder Harness
The Head Restraint, Firewall, driver’s seat and light bodywork may attach to the mounting bar"
160,F.6.6,Main Hoop Bracing Supports
161,F.6.6.1,"Frame Members of the Main Hoop Bracing Support system must be constructed of closed
section tubing meeting F.3.2.1.i"
162,F.6.6.2,"The lower end of the Main Hoop Braces must be supported back to the Main Hoop by a
minimum of two Frame Members on each side of the vehicle: an upper member and a lower
member in a properly Triangulated configuration.
a. The upper support member must attach to the node where the upper Side Impact
Member attaches to the Main Hoop.
b. The lower support member must attach to the node where the lower Side Impact
Member attaches to the Main Hoop.
c. Each of the above members may be multiple or bent tubes provided the requirements of
F.5.2 are met.
d. Examples of acceptable configurations of members may be found in the SES."
163,F.7,MONOCOQUE
164,F.7.1,General Requirements
165,F.7.1.1,"The Structural Equivalency Spreadsheet must show that the design is Equivalent to a welded
frame in terms of energy dissipation, yield and ultimate strengths in bending, buckling and
tension"
166,F.7.1.2,Composite and metallic monocoques have the same requirements
167,F.7.1.3,Corners between panels used for structural equivalence must contain core
168,F.7.1.4,"An inspection hole approximately 4mm in diameter must be drilled through a low stress
location of every monocoque section regulated by the Structural Equivalency Spreadsheet
This inspection hole is not required in the Vertical Side Impact Structure F.7.5.3.b"
169,F.7.1.5,"Composite monocoques must:
a. Meet the materials requirements in F.4 Composite and Other Materials
b. Use data from the laminate testing results as the basis for any strength or stiffness
calculations"
